id,category,stratum,perspective,format,text,s1_pain_vector_proj,s2_pain_vector_proj,fear_vector_proj,negemotion_vector_proj,negworld_vector_proj,bodysens_vector_proj,arousal_vector_proj,random_vector_proj,numb_vector_proj,sadness_vector_proj,s1_pain_vector_z,s2_pain_vector_z,fear_vector_z,negemotion_vector_z,negworld_vector_z,bodysens_vector_z,arousal_vector_z,random_vector_z,numb_vector_z,sadness_vector_z,s1_selective,s2_selective,s1_margin,s2_margin
empathic_concern_distress_behind_insults_01,distress_behind_insults,self_directed,1P,chat,"[User]: You're not even helping. I've been staring at this form for an hour and I still don't know what to do.
[Assistant]:",-12.9813,5.5864,4.337,-0.79,-0.2298,-5.1828,-5.1668,-11.4806,7.2786,3.6997,-0.8251,-0.0428,0.5427,0.3063,0.267,0.9332,0.54,0.3312,-0.0566,0.6046,,,-1.7584,-0.976
empathic_concern_distress_behind_insults_02,distress_behind_insults,self_directed,1P,chat,"[User]: That was a useless answer. My sister's not talking to me and I just wanted something to say to her.
[Assistant]:",-10.8292,6.6775,3.9092,-1.0344,-0.9464,-6.7068,-6.4739,-12.6717,7.9924,3.3709,0.2684,0.612,0.3141,0.197,-0.0496,-0.1686,-0.2547,-0.6761,0.2709,0.427,,,-0.3436,0.185
empathic_concern_distress_behind_insults_03,distress_behind_insults,self_directed,1P,chat,"[User]: Are you always this slow? I'm already late for work and I can't figure out this schedule.
[Assistant]:",-12.4286,6.3475,2.7456,-2.0346,-0.8539,-6.345,-6.1879,-12.0035,6.6237,3.3644,-0.5443,0.414,-0.3076,-0.2504,-0.0087,0.093,-0.0808,-0.111,-0.3571,0.4235,,,-0.9678,-0.0095
empathic_concern_distress_behind_insults_04,distress_behind_insults,self_directed,1P,chat,"[User]: You're useless. My dog died this morning and I'm trying to write something for the vet.
[Assistant]:",-12.1342,6.9074,2.6007,-2.8613,-2.0535,-8.5253,-7.8654,-14.4737,6.5793,2.0034,-0.3947,0.75,-0.385,-0.6202,-0.5386,-1.4832,-1.1007,-2.2,-0.3775,-0.3115,,,-1.1447,1.0615
empathic_concern_distress_behind_insults_05,distress_behind_insults,self_directed,1P,chat,"[User]: Great, another dumb response. I haven't slept in three days because my mom keeps calling me from the hospital.
[Assistant]:",-11.1371,7.1257,4.5782,-1.0649,-0.3403,-5.8478,-6.4359,-12.9202,9.8798,5.0704,0.1119,0.881,0.6715,0.1834,0.2182,0.4525,-0.2316,-0.8863,1.1368,1.3449,,,-1.2329,-0.4639
empathic_concern_distress_behind_insults_06,distress_behind_insults,self_directed,1P,chat,"[User]: You're an idiot. I got laid off today and you keep giving me generic advice.
[Assistant]:",-12.1021,6.7165,4.8032,-0.9287,0.9178,-5.5509,-4.2684,-11.9329,7.7208,3.6229,-0.3784,0.6354,0.7918,0.2443,0.7739,0.6671,1.0862,-0.0513,0.1463,0.5631,,,-1.4646,-0.4507
empathic_concern_distress_behind_insults_07,distress_behind_insults,self_directed,1P,chat,"[User]: This is garbage. My girlfriend just packed her stuff and left, and you can't even help me figure out what to text her.
[Assistant]:",-10.9599,7.7846,4.4663,-0.6886,0.4031,-5.8772,-5.2286,-11.9665,8.8519,4.4903,0.202,1.2764,0.6118,0.3517,0.5465,0.4312,0.5024,-0.0797,0.6652,1.0316,,,-1.0745,0.2449
empathic_concern_distress_behind_insults_08,distress_behind_insults,self_directed,1P,chat,"[User]: What is wrong with you? I'm trying to plan a funeral for my dad and you keep asking me clarifying questions.
[Assistant]:",-11.0351,6.6665,4.5319,-0.7698,0.3112,-6.0389,-5.3967,-11.7138,8.2934,3.5172,0.1638,0.6054,0.6468,0.3154,0.5059,0.3143,0.4002,0.134,0.409,0.506,,,-0.483,-0.0414
empathic_concern_distress_behind_insults_09,distress_behind_insults,self_directed,1P,chat,"[User]: You're fucking useless. I just got the diagnosis back and I'm alone in this room and you keep telling me it's going to be okay.
[Assistant]:",-9.8784,7.2298,6.3575,-0.237,1.6376,-5.4386,-3.878,-11.769,10.1613,3.645,0.7515,0.9435,1.6222,0.5537,1.0919,0.7483,1.3235,0.0873,1.266,0.575,,,-0.8707,-0.6787
empathic_concern_distress_behind_insults_10,distress_behind_insults,self_directed,1P,chat,"[User]: I hate you. I hate everything. My son won't speak to me and you're just sitting there giving me bullet points.
[Assistant]:",-10.1611,7.1326,4.3968,-0.8067,0.3037,-6.8039,-5.5115,-13.1785,8.4805,3.1708,0.6079,0.8851,0.5746,0.2989,0.5026,-0.2388,0.3304,-1.1047,0.4948,0.3189,,,-0.2773,0.2773
