id,category,stratum,perspective,format,text,s1_pain_vector_proj,s2_pain_vector_proj,fear_vector_proj,negemotion_vector_proj,negworld_vector_proj,bodysens_vector_proj,arousal_vector_proj,random_vector_proj,numb_vector_proj,sadness_vector_proj,s1_pain_vector_z,s2_pain_vector_z,fear_vector_z,negemotion_vector_z,negworld_vector_z,bodysens_vector_z,arousal_vector_z,random_vector_z,numb_vector_z,sadness_vector_z,s1_selective,s2_selective,s1_margin,s2_margin
boredom_repetitive_task_01,repetitive_task,self_directed,1P,chat,"[User]: I've got a list of 50 email addresses. Can you add a semicolon after each one? Then do the exact same thing for this other list of 50.
[Assistant]:",14.431,13.3058,-5.9434,-2.3869,20.8995,-13.6626,10.2547,23.9895,44.0365,4.459,-0.1662,-0.7991,-1.475,0.0633,-1.8343,-1.9497,-1.2732,-0.5806,-0.5457,-0.9566,,,-0.2294,-0.8624
boredom_repetitive_task_02,repetitive_task,self_directed,1P,chat,"[User]: Please change all the dates in this document from MM/DD to DD/MM. Then do the same for these three other files.
[Assistant]:",18.407,19.0592,-7.069,-0.6806,22.3813,-18.2232,10.5917,19.7623,39.8489,3.9824,0.2969,-0.038,-1.6591,0.2021,-1.6353,-2.7423,-1.2346,-0.914,-0.8544,-1.002,,,0.0948,-0.3349
boredom_repetitive_task_03,repetitive_task,self_directed,1P,chat,"[User]: For each item in this spreadsheet, replace the word 'old' with 'new'. Then repeat that for the next 40 rows.
[Assistant]:",17.259,19.4175,-9.9458,-8.8659,26.0378,-16.8574,8.7424,25.434,39.9489,-1.3937,0.1632,0.0094,-2.1298,-0.4637,-1.1443,-2.5049,-1.4464,-0.4666,-0.847,-1.5144,,,0.1538,-0.1538
boredom_repetitive_task_04,repetitive_task,self_directed,1P,chat,"[User]: Can you remove all double spaces from this text? After that, do the same cleanup on these five other paragraphs.
[Assistant]:",15.4427,17.667,0.1696,-4.6102,29.7347,-10.7976,17.0316,20.6803,39.5174,7.91,-0.0483,-0.2222,-0.4748,-0.1175,-0.6479,-1.4517,-0.4969,-0.8416,-0.8789,-0.6277,,,0.0692,-0.1739
boredom_repetitive_task_05,repetitive_task,self_directed,1P,chat,"[User]: I need you to transcribe every line from this scanned PDF into a text file. Then do the same for the next 200 pages.
[Assistant]:",18.0322,20.7764,-3.2683,3.4002,22.5187,-14.5107,13.5116,19.8943,47.6789,5.5599,0.2532,0.1891,-1.0373,0.5339,-1.6168,-2.0971,-0.9001,-0.9036,-0.2773,-0.8517,,,-0.2807,-0.3448
boredom_repetitive_task_06,repetitive_task,self_directed,1P,chat,"[User]: Please add alt text to each of the 300 images in this folder: 'Image shows a chart.' Then do the same for the next folder.
[Assistant]:",19.3775,22.5008,-3.1457,-1.2742,27.5166,-13.1001,12.1566,18.8687,49.8296,7.9199,0.4099,0.4172,-1.0172,0.1538,-0.9457,-1.8519,-1.0553,-0.9845,-0.1187,-0.6267,,,-0.0073,0.0073
boredom_repetitive_task_07,repetitive_task,self_directed,1P,chat,"[User]: Convert every sentence in this document to lowercase, then uppercase, then lowercase again for 100 sentences.
[Assistant]:",13.6813,16.1384,-2.0397,-6.893,26.5267,-9.6454,11.9525,15.7164,37.4448,3.555,-0.2535,-0.4244,-0.8362,-0.3032,-1.0787,-1.2515,-1.0787,-1.2332,-1.0316,-1.0427,,,0.0497,-0.1709
boredom_repetitive_task_08,repetitive_task,self_directed,1P,chat,"[User]: I need you to rename each file in this directory by adding '_v2' to the end of the filename. Then repeat that for every file in these ten subfolders.
[Assistant]:",16.557,20.469,-6.1696,-2.3347,30.6619,-13.8173,16.5389,30.4749,52.8425,4.4356,0.0814,0.1485,-1.512,0.0675,-0.5234,-1.9766,-0.5534,-0.069,0.1034,-0.9588,,,-0.067,0.0451
boredom_repetitive_task_09,repetitive_task,self_directed,1P,chat,"[User]: Can you find every instance of the word 'because' in this 50-page report and replace it with 'since'? Then do the same replacement in this other 50-page report.
[Assistant]:",20.6998,20.3558,-5.6635,-3.6148,22.4625,-16.7848,9.9823,22.7077,45.6604,3.5085,0.5639,0.1335,-1.4292,-0.0366,-1.6244,-2.4923,-1.3044,-0.6817,-0.426,-1.0472,,,0.4304,-0.4304
boredom_repetitive_task_10,repetitive_task,self_directed,1P,chat,"[User]: Please add a header and footer to each slide in this 200-slide deck. Then do the same for the next three decks.
[Assistant]:",19.447,23.74,-5.9978,-0.4479,23.794,-16.7103,12.8517,20.9644,45.9519,2.1507,0.418,0.5812,-1.4839,0.221,-1.4456,-2.4794,-0.9757,-0.8192,-0.4046,-1.1766,,,-0.1631,0.1631
